Reg_No,Make,Model_1,Model,Variant_1,Variant,Year,Transaction_Year,Sold_Price,Out_Kms,Ownership,City
Prasoon205,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2006,2015,192076.7139,120000,1,BANGALORE
Prasoon206,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2006,2015,186314.4125,130000,1,BANGALORE
Prasoon207,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2006,2015,180724.9801,140000,1,BANGALORE
Prasoon208,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2006,2015,175303.2307,150000,1,BANGALORE
Prasoon209,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,280908,1000,1,BANGALORE
Prasoon210,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,275400,10000,1,BANGALORE
Prasoon211,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,270000,20000,1,BANGALORE
Prasoon212,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,264600,30000,1,BANGALORE
Prasoon213,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,259308,40000,1,BANGALORE
Prasoon214,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,254121.84,50000,1,BANGALORE
Prasoon215,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,249039.4032,60000,1,BANGALORE
Prasoon216,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,241568.2211,70000,1,BANGALORE
Prasoon217,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,234321.1745,80000,1,BANGALORE
Prasoon218,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,227291.5392,90000,1,BANGALORE
Prasoon219,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,220472.7931,1.00E+05,1,BANGALORE
Prasoon220,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,213858.6093,110000,1,BANGALORE
Prasoon221,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,207442.851,120000,1,BANGALORE
Prasoon222,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,201219.5655,130000,1,BANGALORE
Prasoon223,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,195182.9785,140000,1,BANGALORE
Prasoon224,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2007,2015,189327.4891,150000,1,BANGALORE
Prasoon225,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,301716,1000,1,BANGALORE
Prasoon226,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,295800,10000,1,BANGALORE
Prasoon227,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,290000,20000,1,BANGALORE
Prasoon228,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,284200,30000,1,BANGALORE
Prasoon229,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,278516,40000,1,BANGALORE
Prasoon230,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,272945.68,50000,1,BANGALORE
Prasoon231,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,267486.7664,60000,1,BANGALORE
Prasoon232,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,259462.1634,70000,1,BANGALORE
Prasoon233,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,251678.2985,80000,1,BANGALORE
Prasoon234,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,244127.9496,90000,1,BANGALORE
Prasoon235,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,236804.1111,1.00E+05,1,BANGALORE
Prasoon236,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,229699.9877,110000,1,BANGALORE
Prasoon237,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,222808.9881,120000,1,BANGALORE
Prasoon238,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,216124.7185,130000,1,BANGALORE
Prasoon239,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,209640.9769,140000,1,BANGALORE
Prasoon240,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2008,2015,203351.7476,150000,1,BANGALORE
Prasoon241,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,322524,1000,1,BANGALORE
Prasoon242,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,316200,10000,1,BANGALORE
Prasoon243,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,310000,20000,1,BANGALORE
Prasoon244,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,303800,30000,1,BANGALORE
Prasoon245,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,297724,40000,1,BANGALORE
Prasoon246,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,291769.52,50000,1,BANGALORE
Prasoon247,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,285934.1296,60000,1,BANGALORE
Prasoon248,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,277356.1057,70000,1,BANGALORE
Prasoon249,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,269035.4225,80000,1,BANGALORE
Prasoon250,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,260964.3599,90000,1,BANGALORE
Prasoon251,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,253135.4291,1.00E+05,1,BANGALORE
Prasoon252,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,245541.3662,110000,1,BANGALORE
Prasoon253,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,238175.1252,120000,1,BANGALORE
Prasoon254,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,231029.8715,130000,1,BANGALORE
Prasoon255,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,224098.9753,140000,1,BANGALORE
Prasoon256,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2015,217376.0061,150000,1,BANGALORE
Prasoon257,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,348534,1000,1,BANGALORE
Prasoon258,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,341700,10000,1,BANGALORE
Prasoon259,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,335000,20000,1,BANGALORE
Prasoon260,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,328300,30000,1,BANGALORE
Prasoon261,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,321734,40000,1,BANGALORE
Prasoon262,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,315299.32,50000,1,BANGALORE
Prasoon263,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,308993.3336,60000,1,BANGALORE
Prasoon264,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,299723.5336,70000,1,BANGALORE
Prasoon265,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,290731.8276,80000,1,BANGALORE
Prasoon266,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,282009.8728,90000,1,BANGALORE
Prasoon267,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,273549.5766,1.00E+05,1,BANGALORE
Prasoon268,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,265343.0893,110000,1,BANGALORE
Prasoon269,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,257382.7966,120000,1,BANGALORE
Prasoon270,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,249661.3127,130000,1,BANGALORE
Prasoon271,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,242171.4733,140000,1,BANGALORE
Prasoon272,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2010,2015,234906.3291,150000,1,BANGALORE
Prasoon273,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,374544,1000,1,BANGALORE
Prasoon274,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,367200,10000,1,BANGALORE
Prasoon275,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,360000,20000,1,BANGALORE
Prasoon276,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,352800,30000,1,BANGALORE
Prasoon277,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,345744,40000,1,BANGALORE
Prasoon278,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,338829.12,50000,1,BANGALORE
Prasoon279,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,332052.5376,60000,1,BANGALORE
Prasoon280,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,322090.9615,70000,1,BANGALORE
Prasoon281,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,312428.2326,80000,1,BANGALORE
Prasoon282,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,303055.3856,90000,1,BANGALORE
Prasoon283,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,293963.7241,1.00E+05,1,BANGALORE
Prasoon284,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,285144.8124,110000,1,BANGALORE
Prasoon285,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,276590.468,120000,1,BANGALORE
Prasoon286,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,268292.7539,130000,1,BANGALORE
Prasoon287,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,260243.9713,140000,1,BANGALORE
Prasoon288,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2015,252436.6522,150000,1,BANGALORE
Prasoon289,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,400554,1000,1,BANGALORE
Prasoon290,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,392700,10000,1,BANGALORE
Prasoon291,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,385000,20000,1,BANGALORE
Prasoon292,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,377300,30000,1,BANGALORE
Prasoon293,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,369754,40000,1,BANGALORE
Prasoon294,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,362358.92,50000,1,BANGALORE
Prasoon295,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,355111.7416,60000,1,BANGALORE
Prasoon296,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,344458.3894,70000,1,BANGALORE
Prasoon297,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,334124.6377,80000,1,BANGALORE
Prasoon298,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,324100.8985,90000,1,BANGALORE
Prasoon299,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,314377.8716,1.00E+05,1,BANGALORE
Prasoon300,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,304946.5354,110000,1,BANGALORE
Prasoon301,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,295798.1394,120000,1,BANGALORE
Prasoon302,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,286924.1952,130000,1,BANGALORE
Prasoon303,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,278316.4693,140000,1,BANGALORE
Prasoon304,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2012,2015,269966.9753,150000,1,BANGALORE
Prasoon305,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,426564,1000,1,BANGALORE
Prasoon306,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,418200,10000,1,BANGALORE
Prasoon307,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,410000,20000,1,BANGALORE
Prasoon308,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,401800,30000,1,BANGALORE
Prasoon309,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,393764,40000,1,BANGALORE
Prasoon310,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,385888.72,50000,1,BANGALORE
Prasoon311,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,378170.9456,60000,1,BANGALORE
Prasoon312,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,366825.8172,70000,1,BANGALORE
Prasoon313,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,355821.0427,80000,1,BANGALORE
Prasoon314,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,345146.4114,90000,1,BANGALORE
Prasoon315,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,334792.0191,1.00E+05,1,BANGALORE
Prasoon316,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,324748.2585,110000,1,BANGALORE
Prasoon317,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,315005.8108,120000,1,BANGALORE
Prasoon318,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,305555.6364,130000,1,BANGALORE
Prasoon319,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,296388.9673,140000,1,BANGALORE
Prasoon320,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2013,2015,287497.2983,150000,1,BANGALORE
Prasoon321,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,457776,1000,1,BANGALORE
Prasoon322,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,448800,10000,1,BANGALORE
Prasoon323,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,440000,20000,1,BANGALORE
Prasoon324,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,431200,30000,1,BANGALORE
Prasoon325,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,422576,40000,1,BANGALORE
Prasoon326,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,414124.48,50000,1,BANGALORE
Prasoon327,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,405841.9904,60000,1,BANGALORE
Prasoon328,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,393666.7307,70000,1,BANGALORE
Prasoon329,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,381856.7288,80000,1,BANGALORE
Prasoon330,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,370401.0269,90000,1,BANGALORE
Prasoon331,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,359288.9961,1.00E+05,1,BANGALORE
Prasoon332,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,348510.3262,110000,1,BANGALORE
Prasoon333,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,338055.0164,120000,1,BANGALORE
Prasoon334,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,327913.3659,130000,1,BANGALORE
Prasoon335,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,318075.965,140000,1,BANGALORE
Prasoon336,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2014,2015,308533.686,150000,1,BANGALORE
Prasoon337,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,473382,1000,1,BANGALORE
Prasoon338,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,464100,10000,1,BANGALORE
Prasoon339,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,455000,20000,1,BANGALORE
Prasoon340,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,445900,30000,1,BANGALORE
Prasoon341,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,436982,40000,1,BANGALORE
Prasoon342,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,428242.36,50000,1,BANGALORE
Prasoon343,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,419677.5128,60000,1,BANGALORE
Prasoon344,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,407087.1874,70000,1,BANGALORE
Prasoon345,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,394874.5718,80000,1,BANGALORE
Prasoon346,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,383028.3346,90000,1,BANGALORE
Prasoon347,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,371537.4846,1.00E+05,1,BANGALORE
Prasoon348,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,360391.3601,110000,1,BANGALORE
Prasoon349,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,349579.6193,120000,1,BANGALORE
Prasoon350,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,339092.2307,130000,1,BANGALORE
Prasoon351,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,328919.4638,140000,1,BANGALORE
Prasoon352,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2015,2015,319051.8798,150000,1,BANGALORE
Prasoon353,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,277578.72,1000,1,BANGALORE
Prasoon354,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,272136,10000,1,BANGALORE
Prasoon355,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,266800,20000,1,BANGALORE
Prasoon356,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,261464,30000,1,BANGALORE
Prasoon357,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,256234.72,40000,1,BANGALORE
Prasoon358,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,251110.0256,50000,1,BANGALORE
Prasoon359,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,246087.8251,60000,1,BANGALORE
Prasoon360,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,238705.1903,70000,1,BANGALORE
Prasoon361,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,231544.0346,80000,1,BANGALORE
Prasoon362,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,224597.7136,90000,1,BANGALORE
Prasoon363,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,217859.7822,1.00E+05,1,BANGALORE
Prasoon364,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,211323.9887,110000,1,BANGALORE
Prasoon365,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,204984.2691,120000,1,BANGALORE
Prasoon366,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,198834.741,130000,1,BANGALORE
Prasoon367,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,192869.6988,140000,1,BANGALORE
Prasoon368,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2015,187083.6078,150000,1,BANGALORE
Prasoon369,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,301716,1000,1,BANGALORE
Prasoon370,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,295800,10000,1,BANGALORE
Prasoon371,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,290000,20000,1,BANGALORE
Prasoon372,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,284200,30000,1,BANGALORE
Prasoon373,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,278516,40000,1,BANGALORE
Prasoon374,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,272945.68,50000,1,BANGALORE
Prasoon375,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,267486.7664,60000,1,BANGALORE
Prasoon376,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,259462.1634,70000,1,BANGALORE
Prasoon377,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,251678.2985,80000,1,BANGALORE
Prasoon378,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,244127.9496,90000,1,BANGALORE
Prasoon379,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,236804.1111,1.00E+05,1,BANGALORE
Prasoon380,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,229699.9877,110000,1,BANGALORE
Prasoon381,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,222808.9881,120000,1,BANGALORE
Prasoon382,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,216124.7185,130000,1,BANGALORE
Prasoon383,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,209640.9769,140000,1,BANGALORE
Prasoon384,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2015,203351.7476,150000,1,BANGALORE
Prasoon385,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,325853.28,1000,1,BANGALORE
Prasoon386,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,319464,10000,1,BANGALORE
Prasoon387,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,313200,20000,1,BANGALORE
Prasoon388,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,306936,30000,1,BANGALORE
Prasoon389,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,300797.28,40000,1,BANGALORE
Prasoon390,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,294781.3344,50000,1,BANGALORE
Prasoon391,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,288885.7077,60000,1,BANGALORE
Prasoon392,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,280219.1365,70000,1,BANGALORE
Prasoon393,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,271812.5624,80000,1,BANGALORE
Prasoon394,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,263658.1855,90000,1,BANGALORE
Prasoon395,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,255748.4399,1.00E+05,1,BANGALORE
Prasoon396,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,248075.9868,110000,1,BANGALORE
Prasoon397,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,240633.7071,120000,1,BANGALORE
Prasoon398,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,233414.6959,130000,1,BANGALORE
Prasoon399,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,226412.2551,140000,1,BANGALORE
Prasoon400,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2015,219619.8874,150000,1,BANGALORE
Prasoon401,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,349990.56,1000,1,BANGALORE
Prasoon402,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,343128,10000,1,BANGALORE
Prasoon403,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,336400,20000,1,BANGALORE
Prasoon404,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,329672,30000,1,BANGALORE
Prasoon405,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,323078.56,40000,1,BANGALORE
Prasoon406,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,316616.9888,50000,1,BANGALORE
Prasoon407,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,310284.649,60000,1,BANGALORE
Prasoon408,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,300976.1096,70000,1,BANGALORE
Prasoon409,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,291946.8263,80000,1,BANGALORE
Prasoon410,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,283188.4215,90000,1,BANGALORE
Prasoon411,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,274692.7688,1.00E+05,1,BANGALORE
Prasoon412,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,266451.9858,110000,1,BANGALORE
Prasoon413,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,258458.4262,120000,1,BANGALORE
Prasoon414,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,250704.6734,130000,1,BANGALORE
Prasoon415,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,243183.5332,140000,1,BANGALORE
Prasoon416,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2008,2015,235888.0272,150000,1,BANGALORE
Prasoon417,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,374127.84,1000,1,BANGALORE
Prasoon418,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,366792,10000,1,BANGALORE
Prasoon419,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,359600,20000,1,BANGALORE
Prasoon420,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,352408,30000,1,BANGALORE
Prasoon421,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,345359.84,40000,1,BANGALORE
Prasoon422,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,338452.6432,50000,1,BANGALORE
Prasoon423,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,331683.5903,60000,1,BANGALORE
Prasoon424,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,321733.0826,70000,1,BANGALORE
Prasoon425,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,312081.0901,80000,1,BANGALORE
Prasoon426,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,302718.6574,90000,1,BANGALORE
Prasoon427,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,293637.0977,1.00E+05,1,BANGALORE
Prasoon428,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,284827.9848,110000,1,BANGALORE
Prasoon429,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,276283.1452,120000,1,BANGALORE
Prasoon430,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,267994.6509,130000,1,BANGALORE
Prasoon431,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,259954.8114,140000,1,BANGALORE
Prasoon432,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2015,252156.167,150000,1,BANGALORE
Prasoon433,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,404299.44,1000,1,BANGALORE
Prasoon434,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,396372,10000,1,BANGALORE
Prasoon435,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,388600,20000,1,BANGALORE
Prasoon436,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,380828,30000,1,BANGALORE
Prasoon437,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,373211.44,40000,1,BANGALORE
Prasoon438,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,365747.2112,50000,1,BANGALORE
Prasoon439,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,358432.267,60000,1,BANGALORE
Prasoon440,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,347679.299,70000,1,BANGALORE
Prasoon441,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,337248.92,80000,1,BANGALORE
Prasoon442,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,327131.4524,90000,1,BANGALORE
Prasoon443,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2010,2015,317317.5088,1.00E+05,1,BANGALORE
